Disaster Subgroup,Disaster Type,Disaster Subtype,Country,Subregion,Region,Location,Origin,Magnitude,Magnitude Scale,Start Year,End Year,Total Deaths,No. Injured,No. Affected,Total Affected,Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)"
Meteorological,Extreme temperature,Heat wave,Montenegro,Southern Europe,Europe,,,,°C,2023,2023,41,,,,,
Meteorological,Extreme temperature,Heat wave,Netherlands (Kingdom of the),Western Europe,Europe,,,,°C,2023,2023,368,,,,,
Meteorological,Extreme temperature,Heat wave,Norway,Northern Europe,Europe,,,,°C,2023,2023,29,,,,,
Meteorological,Extreme temperature,Heat wave,Poland,Eastern Europe,Europe,,,,°C,2023,2023,616,,,,,
Meteorological,Extreme temperature,Heat wave,Portugal,Southern Europe,Europe,,,,°C,2023,2023,1432,,,,,
Meteorological,Extreme temperature,Heat wave,Romania,Eastern Europe,Europe,,,,°C,2023,2023,2585,,,,,
Meteorological,Extreme temperature,Heat wave,Serbia,Southern Europe,Europe,,,,°C,2023,2023,464,,,,,
Meteorological,Extreme temperature,Heat wave,Slovakia,Eastern Europe,Europe,,,,°C,2023,2023,247,,,,,
Meteorological,Extreme temperature,Heat wave,Slovenia,Southern Europe,Europe,,,,°C,2023,2023,95,,,,,
Meteorological,Extreme temperature,Heat wave,Sweden,Northern Europe,Europe,,,,°C,2023,2023,13,,,,,
Hydrological,Flood,Flood (General),Republic of Korea,Eastern Asia,Asia,"North Gyeongsang, South Chungcheong Provinces",Monsoon rain,,Km2,2023,2023,58,34,10500,10534,,
Climatological,Wildfire,Forest fire,Greece,Southern Europe,Europe,"Athenes; Neo Kouvaras village, Loutraki municipality, Rhodes ( north-eastern Peloponnese; Saronikou and Mandra muncipalities (Attica region); gia Sotira, Palaiokoundoura, Panorama and Palaiochori, Oinoi, and Erythrae (Western Attica); Attica, Boeotia, Evia, Corinthia, Argolis, Rhodes, Samos, Ikaria, Corfu",,,Km2,2023,2023,3,11,19000,19011,,
Meteorological,Storm,Tropical cyclone,Philippines,South-eastern Asia,Asia,Northern Luzon,,,Kph,2023,2023,2,,450,450,,
Meteorological,Storm,Tropical cyclone,Viet Nam,South-eastern Asia,Asia,Kien Giang Province,,,Kph,2023,2023,1,3,,3,,
Hydrological,Mass movement (wet),Landslide (wet),Colombia,Latin America and the Caribbean,Americas,Quetame Municipality (Cundinamarca Department),Heavy rains,,,2023,2023,29,6,,106,,
Hydrological,Flood,Flood (General),Niger,Sub-Saharan Africa,Africa,"Maradi, Tahoua , Agadez, Dosso, Niamey, Zinder and Tillabéri Regions",Heavy rains,,Km2,2023,2023,41,53,169598,169651,,
Meteorological,Storm,Hail,Italy,Southern Europe,Europe,"Padoue, Vicence et Trévise regions (Venise)",,,Kph,2023,2023,,110,,110,,
Hydrological,Mass movement (wet),Landslide (wet),India,Southern Asia,Asia,"Irshalwadi Village (Raigad District, western Maharashtra State)",Heavy rains,,,2023,2023,28,,,200,,
Meteorological,Storm,Storm (General),Bosnia and Herzegovina,Southern Europe,Europe,Brcko District,,,Kph,2023,2023,1,20,,20,,
Meteorological,Storm,Storm (General),Croatia,Southern Europe,Europe,Brod-Posavina and Vukovar-Srijem Counties; Vinkovci,,,Kph,2023,2023,1,100,6000,6100,,
Meteorological,Storm,Storm (General),Serbia,Southern Europe,Europe,,,,Kph,2023,2023,,,20,20,,
Meteorological,Storm,Storm (General),Slovakia,Eastern Europe,Europe,Michalovce and Sobrance regions,,,Kph,2023,2023,,,,,,
Meteorological,Storm,Storm (General),Slovenia,Southern Europe,Europe,"Bled Town, ?rnomelj, Savinja region",,,Kph,2023,2023,1,3,3000,3003,,
Hydrological,Flood,Flash flood,Afghanistan,Southern Asia,Asia,"Jalrez, Saydabad, Chaki Wardak and Maidan Shahr Districts (Maidan Wardak Province); Khost Province and Kabul area; Badakhshan, Daikundi, Ghazni, Helmand, Kandahar, Kapisa, Kunar, Kunduz, Logar, Nangarhar, Nuristan, Paktia, Parwan, Uruzgan, and Zabul",Heavy rains,,Km2,2023,2023,67,24,126000,126024,,
Hydrological,Flood,Flash flood,Pakistan,Southern Asia,Asia,,Monsoonal rain,,Km2,2023,2023,13,,,,,
Meteorological,Storm,Tropical cyclone,China,Eastern Asia,Asia,"Fujian Province; Shijiazhuang, Hebei Province; Shanxi province",,185,Kph,2023,2023,56,39,880000,880039,25000000,25000000
Meteorological,Storm,Tropical cyclone,Philippines,South-eastern Asia,Asia,"Luzon Isl., Region 3, 1 (Ilocos), 6, 2 (Cagayan), 12, 5, 11 and 10, CAR, Mimaropa, NCR, Calabarzon, BARMM",,240,Kph,2023,2023,39,171,5385066,5385237,284256,284256
Meteorological,Storm,Tropical cyclone,Taiwan (Province of China),Eastern Asia,Asia,,,,Kph,2023,2023,1,68,,68,10000,10000
Hydrological,Flood,Flood (General),Canada,Northern America,Americas,"East and West Hants Regional Municipality, Halifax Regional Municipality, Lunenburg and Queens counties in southern Nova Scotia",Heavy rains,,Km2,2023,2023,4,,450,450,,
Meteorological,Storm,Severe weather,Switzerland,Western Europe,Europe,La Chaux-de-Fonds (Neuchatel),,,Kph,2023,2023,2,40,15000,15040,,
Meteorological,Storm,Severe weather,Germany,Western Europe,Europe,,,,Kph,2023,2023,1,,,,,
Meteorological,Storm,Severe weather,Italy,Southern Europe,Europe,"Brescia, Lissone, Milan, Varese, Monza-Brianza, Bergamo",,110,Kph,2023,2023,2,,,,100000,100000
Meteorological,Storm,Severe weather,Romania,Eastern Europe,Europe,Oradea and Bihor regions,,144,Kph,2023,2023,2,,,,,
Meteorological,Storm,Severe weather,Serbia,Southern Europe,Europe,,,,Kph,2023,2023,1,,,,,
Climatological,Wildfire,Wildfire (General),Algeria,Northern Africa,Africa,"Béjaïa, Bouira, Boumerdes, Tizi Ouzou, Jijel et Skikda",,,Km2,2023,2023,34,26,30000,30026,,
Biological,Epidemic,Viral disease,Bangladesh,Southern Asia,Asia,"Barisal, Chittagong, Dhaka",,,Vaccinated,2023,2023,127,,,,,
Hydrological,Flood,Flood (General),Cameroon,Sub-Saharan Africa,Africa,"Limbe, Fako Division",Heavy rains,,Km2,2023,2023,2,5,93255,93260,,
Hydrological,Flood,Flood (General),India,Southern Asia,Asia,Mulugu District (western Telangana),Monsoonal rains,,Km2,2023,2023,23,,,,,
Meteorological,Storm,Storm (General),Russian Federation,Eastern Europe,Europe,Lake Yalchik (Mari-El Region),,,Kph,2023,2023,10,76,,76,,
Hydrological,Flood,Flood (General),Viet Nam,South-eastern Asia,Asia,"Lam Dong Province (central Vietnam), Binh Thuan Province (south-eastern Vietnam) and Bac Lieu Province (southern Vietnam)",,,Km2,2023,2023,7,,1730,2175,,
Meteorological,Storm,Tropical cyclone,Japan,Eastern Asia,Asia,"Okinawa, Kagoshima prefectures",,220,Kph,2023,2023,2,41,,41,,
Meteorological,Storm,Tropical cyclone,Republic of Korea,Eastern Asia,Asia,,,,Kph,2023,2023,2,,,,,
Meteorological,Storm,Tropical cyclone,Russian Federation,Eastern Europe,Europe,Ussuriysk and Spassk-Dalny (Primorsky Region),,,Kph,2023,2023,3,,13200,13200,,
Hydrological,Flood,Flood (General),Lao People's Democratic Republic,South-eastern Asia,Asia,"Atsaphon district (Savannnakhet); Khammuan, Bokeo, Houaphan, Luang Prabang, Xaignabouli, Xiangkhouang,Vientiane, Bolikhamxai, Champasak and Xaixomboun provinces",Heavy rains,,Km2,2023,2023,7,,110129,110129,7719,7719
Hydrological,Flood,Flood (General),Slovenia,Southern Europe,Europe,"Gorenjska, Goriska, Jugovzodna Slovenija, Koroska, Osrednjeslovenska, Podravska, Pomurska, Savinjska, Spodnjeposavska, Zasavska",,,Km2,2023,2023,,,1500120,1500120,,
Hydrological,Flood,Flood (General),China,Eastern Asia,Asia,"Beijing city, esatern China",Heavy rains,,Km2,2023,2023,51,,600000,600000,,
Climatological,Wildfire,Wildfire (General),Portugal,Southern Europe,Europe,Odemira Municipality,,,Km2,2023,2023,,35,1400,1435,,
Hydrological,Flood,Flash flood,Mongolia,Eastern Asia,Asia,Ulaanbaatar,Torrental rains,,Km2,2023,2023,4,,1230,1230,,
Hydrological,Flood,Flash flood,Bangladesh,Southern Asia,Asia,"Chattogram, Cox’s Bazar, Bandarban, Rangamati, and Feni (Chattogram Division); Chittagong, Bandarban, Rangamati,",Heavy rain,,Km2,2023,2023,4,6,1000000,1000006,,
Hydrological,Flood,Flood (General),China,Eastern Asia,Asia,Shulan City (Jilin Province),Heavy rains,,Km2,2023,2023,14,,134000,134000,,
Hydrological,Flood,Flood (General),Myanmar,South-eastern Asia,Asia,"Belin town, Thaton town (Mon State); Hpa-an town, Myawaddy town (Kayin State); Kayin, Rakhine, Mon and Bago",Heavy rains,,Km2,2023,2023,5,,48000,48000,,
Hydrological,Flood,Flash flood,Viet Nam,South-eastern Asia,Asia,"Lai Chau, Yen Bai, Son La, Lao Cai, Dien Bien, Thai Nguyen, Gia Lai, Dak Lak, Dak Nong, and Lam Dong provinces",Heavy rains,,Km2,2023,2023,15,8,214527,214535,,
Hydrological,Mass movement (wet),Landslide (wet),Georgia,Western Asia,Asia,"Oni Municipality, Racha-Lechkhumi and Kvemo Svaneti Region",Heavy rains,,,2023,2023,18,,,,,
Geophysical,Earthquake,Ground movement,China,Eastern Asia,Asia,Dezhou and Liaocheng,,5.4,Moment Magnitude,2023,2023,,21,,399,35000,35000
Climatological,Wildfire,Wildfire (General),United States of America,Northern America,Americas,Maui and Kula City (Hawai),,,Km2,2023,2023,128,,7695,7695,5500000,5500000
Meteorological,Storm,Tropical cyclone,Japan,Eastern Asia,Asia,Hyogo and Osaka,,,Kph,2023,2023,,66,600,666,,
Meteorological,Storm,Storm (General),China,Eastern Asia,Asia,"Yancheng (Jiangsu Province), Hunan Province",,,Kph,2023,2023,5,18,849,867,,
Climatological,Wildfire,Wildfire (General),France,Western Europe,Europe,Saint-André and Argelès-sur-Mer (Pyrénées-Orientales department),,,Km2,2023,2023,,51,90,141,,
Hydrological,Mass movement (wet),Landslide (wet),Myanmar,South-eastern Asia,Asia,Hpakant,Heavy rains,,,2023,2023,39,,,,,
Climatological,Wildfire,Wildfire (General),United States of America,Northern America,Americas,Spokane County (eastern Washington State),,,Km2,2023,2023,2,1,720,802,,
Climatological,Wildfire,Forest fire,Greece,Southern Europe,Europe,"Alexandroupolis-Feres and Rodopi in East Macedonia, in Viotia (Central Greece), Parrnitha (Attica), Evia Island, and Kythnos Island",,,Km2,2023,2023,20,,,,200000,200000
Hydrological,Flood,Flood (General),Chile,Latin America and the Caribbean,Americas,"Valparaíso, Santiago Metropolitan, O’Higgins, Maule, Ñuble, Biobío Regions",Heavy rains,,Km2,2023,2023,3,,32000,32000,1100000,1100000
Hydrological,Flood,Flood (General),Pakistan,Southern Asia,Asia,Punjab Province,Monsoon rains,,Km2,2023,2023,16,,,,,
Hydrological,Mass movement (wet),Landslide (wet),India,Southern Asia,Asia,Himachal Pradesh and Uttarakhand states,,,,2023,2023,10,,605,605,,
Hydrological,Mass movement (wet),Landslide (wet),India,Southern Asia,Asia,Mizoram State,,,,2023,2023,26,2,,2,,
Hydrological,Flood,Flash flood,China,Eastern Asia,Asia,"Weiziping, Xi'an City, southern Shaanxi Province",Heavy rains,,Km2,2023,2023,27,,,,,
